"author_location","author_name","business_id","business_name","created_date","language","rating","reactions/helpful","reactions/love_this","reactions/oh_no","reactions/thanks","review_id","text"
"East Sacramento, Sacramento, CA","Pamm S E.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-01-19T13:19:44-08:00","en","5","1","0","0","0","RV8Ii-spsxdvW79nQm_ELw","Better make a reservation- even on a Wednesday night. This place is hot! Our group of 5 each ordered something different, including sides, just so we could all try each other's plate. We each went in having some dish we didn't care for. After sampling from each other's plates, we all agreed this place could change our minds. Everything was superb. Not just good or great, truly superb. Definitely worth it. 
The environment is still casual yet elevated from the other 2 Southern style restaurants in the greater Sacramento area. Gotta say, the drink service took way longer than I've ever experienced and when I sipped my friend's Mai Tai, it was a little disappointing. Perhaps they were short a bartender that evening. All in all, I will definitely be returning and bringing as many friends as I can to share this new local favorite."
"Pinole, CA","Juanita H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-06-16T14:21:56-07:00","en","1","0","0","0","0","UNVmnev5Jt9W36s4CX3Zmw","this was the worst food I've ever purchased. Really disappointed in the quality of food and the price. I placed 2 orders for takeout! 3 pc chicken $21.00 (2 legs &thigh) collard green 6 bites in container,  sw potatoes, 8 bites
catfish meal $23.00 turned out to swahi ( I asked what kind and was told this) 1 fillet , potato salad 7 bites $6.00 ,  I ordered greens as my side and girb2 horrible Mac n cheese , which was inedible! (velvets  and macaroni?) I also ordered cobbler, it was runny, no crust and filled with gooey dough) I did get 3 sm peach slices!  I was told this was $6.00 but Ipoh receipt $10.00! banana pudding , was told $6.00 old on receipt $10.00 . My bill was$76.13 including tax for a meal that was not only tasteless but expensive! I will NEVER go here again! shame on the owner snd the cooks for selling this!   You better start tasting your dishes before selling! really horrible"
"Sacramento, CA","Lee B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-05-08T20:16:05-07:00","en","5","1","1","0","1","-58jrHssBi1PzYUxJRPcVw","I highly recommend this place. Alize was out hostess, Everything was fresh! Staff was very friendly as well. I recommend making reservations this place gets lit!"
"Fair Oaks, CA","Devon M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-06-17T06:47:00-07:00","en","5","0","0","0","0","Anne8GCFyrTPOD3s-zTbmg","Hands down the best plate of fork tender flavor I've ever had.  Oxtail with collards. 
What a treat!!  Can't wait to go back!"
"Mount Hope, KS","Jassonah P.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-01-21T20:23:34-08:00","en","5","0","0","0","0","n8b6csEEzKDOOoZFwpqjKw","I'm going to start by saying this..... I spent a lot of time in the ""south"", from North Carolina down to Florida and this is by far the closest you'll get to real soul food in the Sacramento area. I'm mean this food is GOOD! 

Second I ordered fixing again today and I noticed the last couple times I ordered the biscuits, they were a little iffy. But today ... MADE TO PERFECTION. So i am doing sit this picture here and let y'all know that whoever made the biscuits today 1/21/2021..... There needs to be a meeting so they always come out like this. Lol anyway! Love your food!"
"South Lake Tahoe, CA","Vanessa M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-10-31T22:35:41-07:00","en","5","1","0","0","0","WGOMe9I8KrN0hUARLmQiqg","The staff were all very friendly and welcoming upon arrival and throughout the whole lunch. Ordered the Po'Me some Honey and it was delicious. Not a drop of it was wasted . I was lit  after two sips just the way I like it. For lunch I ordered the chicken smothered in gravy with sweet potatoes and Mac& cheese . The Mac and cheese was my favorite. I could have eaten a whole plate of the mac and cheese and been perfectly happy but with my drink of course ."
"CA, CA","Karen D.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-25T10:57:29-07:00","en","4","1","1","0","1","W9PdpdNDXOWl_hrILVHHXQ","Their menu options are fantastic and the staff is extremely friendly.  A very nice experience in this establishment with very delicious food.  However, the parking space is terrible!  May have to drive around waiting for a parking spot."
"East Sacramento, Sacramento, CA","Sherri O.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-28T20:41:37-07:00","en","5","2","2","0","2","nxCWCq80z0x7hhfy201j6w","Ambiance was immaculate as well as the food. I wish I could eat here every day! Reminds me of back home"
"Dublin, CA","Sharon A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-06-12T15:07:37-07:00","en","5","3","2","0","0","mrFGFZEegLYb3i4tdYh_Kg","Wow. This place was incredible!! Came here for lunch with a group of friends. We were seated quickly, and our server was friendly and really took care of us! Be sure to ask for Cat! I ordered the smothered chicken with greens and Mac and cheese and a side of cornbread. Oh my word, everything was delicious. Delicious!! The rest of my friends enjoyed their food as well. So happy to find this gem, and I am looking forward to coming back! If you are in Sacramento, be sure to check this place out!!"
"Covina, CA","Dee L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-27T19:23:01-07:00","en","5","1","1","1","1","PONC8kXl_9yH-JDAiAbkQg","Disappointed in the fact that we were asked to vacate the table to accommodate other patrons. We were there for 58 minutes. Each reservation is loaded for 90 minutes. So we still have 32 to go. Because it was my husband's birthday. I did not want to cause the scene. We finished our beverages the table next to us was also asked to vacate they refused.  I obliged, but it left a overall bad taste in my mouth. To enjoy your food and not your experience."
"San Francisco Bay Area, CA","Shane B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-08-26T09:04:29-07:00","en","5","1","1","0","0","VC4xT1xqQIIgvfp-wuer-A","Second time we went, food was good. They were busy. The only thing they need to work on is the seating."
"Sacramento, CA","Taylor M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-05-30T20:11:40-07:00","en","1","4","1","0","0","A3Amypxq-4HcvyUKH0ul8Q","Terrible experience with their to-go tonight.
The chicken sandwich I ordered came with little fires and was extremely over cooked and tough. I also ordered a side of coleslaw and it was mixed with potato salad. You spend $26 on a sandwich and a side you should get better quality food."
"Manteca, CA","Jacqueline M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-23T14:21:27-07:00","en","5","1","1","0","1","iLpW0zUUrRKPhlimSNfUaA","Exellent service and delicious food. The peach cobbler is to die for."
"Los Angeles, CA","Keith S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-03-29T14:03:44-07:00","en","5","0","0","0","0","VXCDxenewKbGVs1nKowtOQ","Best restaurant in Sacramento hands down. Quenyaunta took real good care of me at the bar. She was so professional and polite. I'll be back before I head back to LA."
"Alexandria, VA","Sean S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-06-05T17:46:27-07:00","en","1","3","1","0","0","-Lq9lM8S2Yug6zvfplSgOw","I wanted to try the best chicken sandwich in town, so I made my way over to Fixins. Not sure what was going on,  maybe it was just a busy Saturday,  but after ordering, I waited 20 minutes outside to receive a text letting me know my order was ready. I then waited another 5 minutes at the outdoor counter to be told my food wasn't ready and I needed to wait 15 more minutes. Not having any of that, I went inside and spoke to another staff member. Sure enough my order was sitting at the bar, the outside staff just genuinely didn't care to look. 

By the time I got back to my hotel, the food was cold. The food itself was a 3.5 stars. Nothing too special. Not with the $17 I paid to sit outside and deal with the horrible customer service. 

I'm sure it's a great restaurant, but my experience was the opposite of what I was expecting."
"Sacramento, CA","Jc d.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-21T03:23:09-07:00","en","5","0","0","0","0","ZCrZzCRxSvEKx1So7QXCQQ","Love coming here on the when I can You guys make my day better when I'm otw home  thank youuu"
"Gold River, CA","Erica M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-06-18T16:15:29-07:00","en","5","1","1","0","1","_pBP6toJu42TbMrlaQMjUA","I love Fixins. I always have a good time here. The food is amazing! Q is such a sweetheart and gave us amazing service!!"
"Modesto, CA","Stephanie R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-06-18T13:13:28-07:00","en","5","1","1","0","1","l0ZoaaZzww0usowlXj9tzQ","We just had brunch here on Father's Day. It was fantastic!  Service was great!  Food was wonderful!  The inside was clean and has a great vibe. 

Thank you Fixins for such a wonderful Father's Day brunch!"
"Sacramento, CA","Fernando J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-11-06T08:30:57-07:00","en","5","0","1","0","0","O6AtYUsDcRwrBklokLJZvQ","After a tough week at work, we needed sometime alone, where we could just tall and relax. I'm not really  sure how my wife found  this place but I'm  glad she did! There was a line out the door and I can now understand why, this place wasn't  just good eatin, it was an EXCELLENT EXPERIENCE!  The hostesses greeted us with friendly smiles and walked us to our table with was already set up for us, the waiter promptly came to us with these Mason jars full of ice cold water, the Mason jar drinks took me back to being a kid. The food selection  was on point and when our food came out not only was it hot, but the servings were plentiful. And it was delicious! The chicken was tender and moist. The beans and salad were amazing, the mac n cheese was phenomenal   the biscuit and cornbread were out of this world! I wish I would've tried the adult kool-aid.  We're definitely  coming back and we're  bringing the family and  friends.  I'd  give extra stars if I could. Shout out to Kevin Johnson for bringing such a  great  establishment to a upcoming part of town."
"Fairfield, CA","D. Savannah B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-05-01T12:20:35-07:00","en","5","1","1","0","1","upRaZR_jzhjQoxb-go6Ahg","Man let me tell ya, this place is the bomb for real soul food. Those Ox Tails and Rice, Collards Greens is good. I've been there several times and never disappointed. Hurry and get there. Yes I recommend all soul food enthusiast try this place out, you won't be disappointed."
"Sacramento, CA","Kathy F.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-05-01T13:28:39-07:00","en","5","0","0","0","0","y9KzUp3c5kqRKlYvS8I5zg","Always on point. Tried the catfish with collards, red beans & rice to go. So good! Tasty, with enough spice that my eyes watered and nose ran  but not enough to leave my mouth burning. Served with adorable, amazing round corn fritters. Planning a redux for my birthday in a month, as I can't think of anything I'd rather eat!"
"Roseville, CA","Victor J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-08-29T11:22:55-07:00","en","5","1","1","0","0","LvpP85DjEkeqW_TD-PK63w","This restaurant sets the benchmark for soul food!!

My wife and I showed up for this restaurant's opening day. We were told the wait was a little over an hour, but we didn't mind. We spent some time speaking with some of the patrons leaving the restaurant after their meal and was impressed with hearing their rave reviews on the food.

We started with the catfish nuggets for the appetizer. The fish was cooked perfectly and had a pleasant flavor. The dipping sauces provided were a wonderful compliment to the fish. So far, a great start.

My wife ordered the fried chicken with candied yams and mac & cheese for the sides.  The chicken was cooked perfectly with a light, crunchy crust.  Both side dishes were to absolutely die for.  The candied yams were scrumptious and the mac & cheese was creamy and so flavorful.

I ordered the oxtails with collard greens for the side dish. The oxtail was moist, tender, and tasty. The gravy had a very nice flavor. Collard greens were absolutely perfect.

We finished the evening with peach cobbler for myself and buttermilk pie for the wife.  Both desserts were expertly prepared and were nothing short of wonderful.

Atmosphere was a little noisy, but fully expected for opening day. Decor was pleasant. Service was really good for the restaurant being very busy.

If you are looking for a restaurant with seriously good food, look no further.  THIS is the place to go.  My wife and I will be looking forward to many more dining experiences at this wonderful restaurant!"
"Jonesboro, GA","Tracy C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-06-13T13:02:49-07:00","en","4","1","1","0","1","tJ0w_70qaUrcUTe5oeaXfA","The food was definitely a hit. My husband is usually not a fan of restaurant soul food. We were trying to be cautious in our choices but there was no need, everything was so good. We came on a weekday to avoid the crowds and wait. Definitely would recommend!"
"San Diego, CA","Ajinkya B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-08-20T16:58:44-07:00","en","4","1","1","0","0","CdVERk7JxFBZIJb6cSsbTg","Ended up getting the Fried Catfish with yams and mac as sides - flaky and flavorful fish. Also tried the blue raspberry fizz drink which tasted like an alcoholic kool aid! They seem to have plenty of other options that I would go back and try."
"Stanford Crossing, Rocklin, CA","Laura C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-03-25T18:56:14-07:00","en","5","0","0","0","0","CSnIaysE5_SyCDKfw4kNrA","I was a solo diner in this busy lunch hour. I sat quietly at the bar. The customers let me squeeze in, and the bartender was very busy! Even with all the hustle and bustle- I was treated as though my meal mattered just as much as everyone. The food was so good. Thanks!"
"TX, TX","Brittney M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-04-28T20:03:34-07:00","en","4","0","0","0","0","171Qbl9jWmI4kTvk0fumMA","This food was amazing! The catfish could be cooked a little longer but everything else was good."
"West Sacramento, CA","Denise K.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-12-10T13:24:31-08:00","en","3","0","0","0","0","RscegS5Y0HlzfsdQsCYjLg","Arrived for lunch and with 1 table mate ordered fried green tomatoes (crunchy batter but no flavor, sauce redeemed order) oxtails were tender with lots of gravy though expensive. Final dish, gumbo was over salted."
"Sacramento, CA","Gloria L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-05-11T22:49:19-07:00","en","5","4","2","0","0","sjvPMvi5V6cWAF28LhkaSg","We were so glad that we finally decided to give this a try! From the service to the food, everything was very good.

I am vegetarian, so it's good to know that most sides are vegetarian. I ordered the mac & cheese, candied yams, cole slaw, and cornbread. The flavor in the mac & cheese and coleslaw were perfect, and I would certainly get these again, though I want to try the grits next time. The coleslaw had a tiny little kick to it and had just the right amount of sweetness. Mac & cheese was very flavorful but not overdone, and the top of it was covered in cheese crustees.. mmm. The cornbread was fine and I'd say a little underwhelming on the flavor.

My boyfriend got the chicken and waffles, and that waffle was quite tasty! He said the chicken was very moist while the skin was the right amount of crunch. I sure was having flashbacks of my omnivore days while watching him eat it!

They have a covered outdoor patio, and good thing the weather was decent today. Hopefully they can get some misters for the summer. We'll definitely be back!"
"Las Vegas, NV","Michelle F.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-07-24T22:44:18-07:00","en","2","1","1","0","0","wsTz7a6zO4u7Tsnwt4_qQA","07/24/21-Ordered to go/pick up via grub hub at 6p. Drove 20 minutes to the restaurant. Waited/double parked in the ""to go line area"". As you know per the grub hub app it'll let you know when your order is ready for pick up. So at 644p my order was ready for pick up. Went up to the to go/pick up line, which is located to the right of the entrance. Waited in line for 10 min (as there were people in front of me). Got to the front of the line and was told that ""there were three orders ahead of mine and it would be another 20 minutes."" As I sauntered back to my car, I overheard a party of four mention they've been waiting for ""TWO HOURS"" for their to go/pick up. My first thought was, hell no, not I. 21 minutes have passed. It is now 705p went back to wait in the to go/pick up line. Waited in line for 2 minutes (again waiting behind other customers). Food still not ready. This time I'm told my wait is ""10-15 minutes."" Now I'm confused, borderline hangry. It's 715p back at my spot-the pick up line. Server went inside to pick up my order. It was ready. Wow. A whole THIRTY minutes later (after my pick up time per grub hub of 644p)  my prepaid to go Grubhub order was ready. Even though I noted in my order I wanted hot sauce as a side. I had to remind the server to put hot sauce in the bag.  OVERALL,  this is definitely a restaurant timing issue.  As the owner or General manager needs to rectify the miscommunication with grub hub, the cooks, SOMEBODY! Oh, and not to mention you can't even get a live human when you call the restaurants number-it's literally an automated recording. SHAME. Food is good- but NOT that dang good to have customers wait up to 30 minutes, heck two hours (for some) for a to go order. I understand there's a pandemic -but adapt, revise, and figure it out. Efficiency is key. And IF the owner happens to read this review- I'm available (for a fee) to provide a consulting services on how to make the aforementioned happen."
"San Francisco, CA","Angelina R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-18T13:35:48-08:00","en","5","0","0","0","0","dk-bzRjm-zen6weRvx4rww","This is the best gosh dang meal I have ever had in my entire life. I wish I lived in this neighborhood so I could eat here every single day. 
I ordered the ""Smothered Chicken"" with some Okra, and the yummiest mac n cheeses. I added a cornbread muffin and an amazing cup of Blue Kool Aid. Would not change a single thing about this place at all. It is in an awesome location, and the place itself has such an hip-n-homey vibe to it. 

Honestly, I had goosebumps all over my skin after each incredible bite. 

Finally, my server was super down to earth, helpful, quick, and really friendly. Tierra, you rocked! Keep up the good work! (Also, thanks for not judging me for think okra was some type of beef. Really appreciate that.. hahah!)

Thanks for this insanely epic meal!"
"Los Angeles, CA","Nikky C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-09-08T10:07:12-07:00","en","5","1","0","0","0","ZzfmmNgu-Cl5ebkV63pPTQ","Sacramento NEEDED this restaurant! My family and I had the best experience from the sweet greeter (can't remember her name) , bartender, Old School and our waiter. As expected, it was a long wait but the outside patio and bar was helped the time pass by fine. 

The vibes are incredible. Feels so good to be around all ages, races... just good company. Feels like a team of ""Big Mamas"" ,with the big elbows were in the back making all our meals 

We had the following and HIGHLY recommended: 

oxtails & rice with greens 
Catfish with Mac n cheese & yams
Fried chicken with Mac & greens 
Chicken wings and waffles 

Very delicious!"
"McCordsville, IN","Jocelyn M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-15T22:48:48-07:00","en","5","2","3","0","3","U5_DV3vZZHXjpbKqEUfHxg","Delicious meal with excellent service. No issues with finding a parking space and no wait to be seated. Will definitely return when in Sacramento."
"Sacramento, CA","Teresa S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-08T17:13:03-07:00","en","5","1","1","0","2","G61soXmm9inPgOLBSj1a8g","I love this place. I'm not supposed to eat fried food anymore so, when I go over the edge, I want the best. Their fried chicken is the s#*t.  I mean, sometimes,  I just gotta have it...and the sides ! MmmmMmmm. The staff are always friendly and inviting and the atmosphere has good vibes. If you haven't been here you are missing out."
"El Sobrante, CA","Jake M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-04-30T17:50:52-07:00","en","5","0","0","0","0","Iqq5PmPhoeySmpC09g6n4Q","Food and customer service has been very good at this location. Whenever we are in Sacramento we stop here to eat. They can get busy at times. So have a little patience."
"Los Alamitos, CA","Erin H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-12-05T13:19:20-08:00","en","4","0","0","0","0","qYG7RIE909A21xFMDplnZw","I've had good experiences here and bad experiences here.  Overall the food is pretty good.  I am a big fan of red beans and rice as well as greens.  My favorite dish so far here has been the fried catfish.  I had a bit of the oxtail and was pretty pleased.

Room for improvement could be in the service.  Each time I've come here, the service and speed of your meal to the table has been inconsistent.  Overall the service is very friendly but drink refills or asking for a to go container can be hit or miss.

Wait times can be kind of long so I definitely recommend coming early!"
"Kelseyville, CA","Rene R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-11T09:22:47-07:00","en","5","1","1","0","1","jbW98RRr6HEVZ1AlFA_j3Q","Saw this place out the corner of my eye and was hungry so....
I walked into the wrong business at first. Place on the corner said it happens often and directed me to the right entrance. Walked in and was greeted by another customer waiting to pick up his order. A nice bubbly waitress came by and asked if I was there to pick up. No sorry just lonely middle aged me trying a new place. I was seated and quickly asked if I wanted a drink. Corona please. Bottle or cup? Bottle all the way. I was given a menu and had to wait longer than I expected to place my order. I just glanced over the items and this is my kinda good so I already had a good idea of what I wanted. The blackened catfish was delicious. Soft tender juicy breaded and fried to perfection. The gave me 2 sauces to dip into both were delicious as well. The side of greens I ordered was so good I put my main dish to the side so I could finish that first.  The food definitely did not disappoint. Lots of nostalgia vibes while eating. Some guy sitting with his girl said something about the only better soul food she's eaten is in Chicago. It caught my ear cause that's where I was born and raised. I nodded in silence saying in my head, me too. After about 30 mins it was time to leave. Left a fat tip and told the waitress everything was amazing. She didn't really need the encouragement she was so bubbly and happy from the start.  Definitely coming back here with my wife soon."
"Washington, DC","Tracy B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-08-19T14:02:18-07:00","en","5","1","0","0","0","3dUk-JnwrJebx321nBcH3w","So far so great. This place opened last WK according to Mum and Anie. We're here for a Monday lunch. Yep, we ate A LOT and it was good. 

To be clear we are a family of cooks, so we loved dissecting the flavor profiles as much as we enjoyed eating the food. 

The wait staff was a bit slow, but they just opened. Every person was super nice and extremely welcoming. Mayor Johnson along with the other owners were on site to make this place even more special. The music was on point. The space is lovely too!!

Please tell chef Boots the Leanna's say hello!"
"Sacramento, CA","Michael N.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-06-25T11:49:47-07:00","en","5","1","2","0","0","IqjIqm-aISJGuSoQ_9Spqg","Win win win. 

Been here multiple times now and have loved every meal - brunch or dinner! Always welcomed by who I presume is the manager (super buff dude) who's super friendly. 

Get their fried chicken, biscuits, and their gravy. Honestly the best southern meal you can ask for. Nourishes your soul. Didn't know chicken breast could be so tender! Well seasoned and crispy. 

The biscuits come with a strawberry cream (or some similar berry) that's perfectly buttery and sweet. Must try. 

Lastly, get the Mac and cheese. And the beans and rice. To be honest, the food's great and worth the price so I can keep going."
"Elk Grove, CA","Tida M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-05-11T21:10:54-07:00","en","5","3","3","0","0","b55B1qfdprVBeuKjHo7Y5Q","First time coming here and it won't be the last! I was recommended by a friend to try this place and I'm so glad I went. First, the interior is really clean and has a industrial rustic vibe to it. I came with my boyfriend in the afternoon on a weekday and it wasn't too busy. We were given the option of seating inside or outside but thankfully inside was available because it was hot out. 

I ordered the 3pc chicken (dark meat) with coleslaw and Mac and cheese. I also ordered 2 extra sides, the collard greens and candied yams. 

Immediately as the plates were set in front of us, I could smell so much flavor and seasonings. The chicken is BOMB! Perfect texture! So crunchy, flavorful, and juicy! The Mac and cheese obviously has so much love put into it. It actually reminds me of Mac and cheese I've made a couple times for Thanksgiving but was never able to master. This is nothing like the Kraft Mac or the drive thru Mac. This is REAL Mac and cheese. The coleslaw is yummy too! I prefer this over other drive thru coleslaws (duh) and even places like Raisin Canes or Angry Chickz. This isn't toooo creamy, and it has a nice tang of acidity. Not terribly sweet either and has a nice crunch from the cabbage. It hits different because other coleslaws just makes you feel like you're eating sugary mayonnaise. The candied yams were divine, soft but still a bite to it that just melts in your mouth. It's also my first time having collard greens and they're really tender! A biiit too salty for me but I'm still glad I got to try it. Their biscuit is also pretty soft and puffy! I usually hate biscuits because it's so dry and it's like dust in my mouth, but this I got a good taste of buttermilk coming through. 

Banana pudding was good, a little too sweet for me but it was a nice treat to finish everything. Unfortunately they didn't bring new/small utensils with it like other restaurants did so we used our old forks. They also carries paper straws if you're environmentally conscious. Parking can be a struggle during busy hours such as the weekend or during dinner in general. Our server was attentive and I appreciate that when I asked for extra things such as separate checks/boxes/to go orders, she did so quickly and graciously. I did feel a little self conscious asking because her demeanor seemed pretty reserved than what I'm used to, but she was definitely on top of it. Altogether, I definitely recommend you try out this place if you're looking for quality soul food."
"Modesto, CA","Charmaine S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-05-02T09:49:31-07:00","en","1","1","0","0","0","6q1hYFGoxkJdL5iq75T97w","Food and services is bad . The food isn't good. The sides were ok. Not the greatest soul food place"
"San Francisco, CA","Al W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-06-07T09:08:44-07:00","en","3","2","0","0","0","JcH7ACWmNHtZi8BaGphskw","The food was good, a little heavy handed on the salt level, the shrimp and grits my wife
Loved it. I had the smothered chicken, it was tasty. The Mac and cheese was good. The fried catfish app was good. The restaurant was nice. The reason for the 3 stars is the staff, we walk in and they say it is a 15 minute wait but that table that we sat at was empty and they had enough staff so I was confused why we had to wait. The waitress was in over her head, constantly fixing issues she or the patrons created. We waited a good 40 minutes for the food and we saw people who had come in after us getting served way before us. Confusing. The waitress never came and checked on us, again she was not prepared for lunch service. At the end she did apologize but my wife was not happy at all with the service at this point. The people who came in to eat one family was wrestling around, literally, and no one told them to calm down this is a place of business. I would order take out next time. The food was good enough, but be ready for poor service. Hopefully they get better with that part."
"Rocklin, CA","Eleonor T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-02-23T21:45:13-08:00","en","5","0","0","0","1","2qYWvv7SRTpWn4v-oZtMDg","Food was delicious! So far I have tried their fried chicken and waffles, catfish, gumbo and almost all the appetizers.  Omg forgot to mention their amazing cornbread!!!!"
"Folsom, CA","Joe G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-06-26T07:07:05-07:00","en","5","1","0","0","0","SpjqIHV5mOVs67SrLvVt4A","Awesome! Fried Chicken tastes homemade (even though of course we know it's not), sides are generous, it's on the border between reasonable / pricier side of things, service was fast, good, place was clean and good ambiance inside the place. Would come back"
"Pittsburg, CA","David C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-04-12T21:16:06-07:00","en","4","1","1","0","1","mdEgU4-2Nf1MPlSJ497oQA","The food was extremely delicious. The ambiance was excellent, and the service was great. However, the banana pudding looked good, but it may have had 3 cookies and hardly any bananas. And the peach cobbler was not worth eating.  The 2 desserts were a waste of $20"
"Chico, CA","Jessie O.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-08-06T10:32:08-07:00","en","5","1","1","0","1","oxNzhfzq9Kb2GiTvCIxQgg","AMAZING food service and ambiance! The absolute best and most authentic soul food I've had since I left the south. 

Wirth the long search for a parking space."
"Carmichael, CA","Gwen G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-12-12T08:18:48-08:00","en","2","0","0","0","0","kIK2kS-vl5rPAEjPV78Pyg","I knew it wasn't going to be a good experience when on a Sunday morning by 12:00 noon, they were OUT OF COFFEE AND HOT TEA but I took a chance and ordered food anyway!  It was so disappointing!  I ordered smothered chicken. What is the point of having gravy without rice or mashed potatoes? The gravy was soo thick that I don't see how it could be called gravy. It appeared to be made with cornflakes instead of flour!  I felt bad for people who we're trying soul food for the first time because it was the worst example of soul food I have ever had. EVER!  And the staff ?  Well let's just say that they didn't appear to be excited about working there."
"Sacramento, CA","Leslie T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-09-24T22:48:39-07:00","en","5","0","2","0","0","lZv39y6Qb2ktazIPDnZcOQ","Hit the spot! Tucked in the newly oak park/broadway with a huge patio and full bar. Wait was about 25 mins so make sure you get there early or after 8pm. All the fixins was delicious! The biscuits was my favorite! Thick cut piece with sugary, cinnamon butter! Collards green just cooked down nicely with that smoky flavor. Mac and cheese was cheesy and tasty. The rice and beans is just how I would imagine it in the south. Now to the chicken!!! I ordered the chicken wings and waffle. Omg so delicious! Only wished for my chicken to be a little more crisper, we also got the hot chicken sandwich'. You can choose between white or dark meat and we got one of each. Really huge pieces cooked so well! And we also got the smothered chicken.... the gravy was on point! I will deff be coming back! Oh and to drink I got the New Orleans sweet tea, best sweet tea!!!! I'm in heaven!"
"Sacramento, CA","Taylor G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-06-01T21:42:22-07:00","en","5","0","0","0","0","1Q3F9uMp1eRLtO90-TWCBA","Fixes is great I love the chicken the oxtails amazing the food is so amazing. I love this place. I would go every weekend if I have to the service is great. The waiting time is only like 10-15 minutes, which is when it comes. I am already just ready to eat they're so quick to come out the place looks so nice and clean. They're always the nicest greatest music. Also if you get to eat outside you're in for a special treat. It's real warm because they have the heaters. I love this place. I definitely recommend 100%."
